 year   T_global   T_land   T_ocean   P_global   P_land   P_ocean
  1922.0   293.5157191334333   290.6190021886813   294.98582721794935   4.0298134116202444e-05   3.1858006643672414e-05   4.458156942188228e-05 
  1923.0   293.61815602198084   290.8269182488693   295.0347325444098   4.04358869464666e-05   3.036360356442997e-05   4.5547655031468644e-05 
  1924.0   293.51954449015545   290.6269816745025   294.98754431939875   4.0186672593801866e-05   2.9912319366989686e-05   4.5400992815621977e-05 
  1925.0   293.5803358477423   290.6293590590557   295.07798125701396   4.030614344445937e-05   3.0334821289146345e-05   4.5366672862218504e-05 
  1926.0   293.713155568315   290.91812897523835   295.13165494857503   4.049135130471144e-05   3.0935585842961864e-05   4.5340982223779114e-05 
  1927.0   293.4814648822585   290.48817956680955   295.0005822228316   4.022101991978991e-05   3.1285353031964836e-05   4.4755945624606404e-05 
  1928.0   293.5966874906942   290.7155397136486   295.0588940923416   4.026182428085819e-05   2.9831281810002068e-05   4.555541185077024e-05 
  1929.0   293.6870914417105   290.93941929132234   295.0815580461204   4.036404449169922e-05   3.009668921301248e-05   4.5574813196298136e-05 
  1930.0   293.6109059002514   290.6917403129817   295.0924068586592   4.038452065716239e-05   3.077052051060322e-05   4.526370616598482e-05 
  1931.0   293.70851642085813   290.86934471345245   295.14941981597514   4.039986065193115e-05   3.090260490053037e-05   4.5219797403481944e-05 
  1932.0   293.7189509298288   290.9150653775733   295.1419463059895   4.0590618929484645e-05   3.026532555070354e-05   4.583079170461399e-05 
  1933.0   293.78828559641437   290.91039836738236   295.2488374426658   4.0683498435665154e-05   3.099296480677695e-05   4.560152532707829e-05 
  1934.0   293.7517306839908   290.8536931327153   295.22250898736615   4.056307400746113e-05   3.058089268935346e-05   4.562911454119052e-05 
  1935.0   293.77183487858963   290.8882332642501   295.23528682319346   4.067826506199136e-05   3.1799404102583974e-05   4.51843612828755e-05 
  1936.0   293.77014786873514   290.95240279031606   295.20017707037795   4.0587883763404664e-05   3.0502629917492425e-05   4.5706234467339505e-05 
  1937.0   293.92758009075635   291.10007926906724   295.3625604137291   4.074938546850701e-05   3.0957027483889556e-05   4.5719089072354676e-05 
  1938.0   293.8045778003356   290.9828008335444   295.2366532190597   4.061771973946438e-05   3.122495703460541e-05   4.538462539566597e-05 
  1939.0   293.68900778982925   290.8062088793106   295.15205235552816   4.050095128699458e-05   3.0296070621729367e-05   4.56800136025953e-05 
  1940.0   293.897425810766   291.1519692823874   295.2907679684693   4.0575837429522025e-05   2.9940636041775463e-05   4.5973291112011614e-05 
  1941.0   294.0136116119096   291.3152678168209   295.38304366330505   4.081071821174886e-05   2.9915043369039358e-05   4.634036435185381e-05 
  1942.0   293.89403972665804   290.9496665395099   295.3883337529007   4.051716708954341e-05   3.0542223808797646e-05   4.557953425875541e-05 
  1943.0   293.92510592219116   291.18138798333655   295.3175657311655   4.066192479583477e-05   3.0331382542681842e-05   4.5904761418621946e-05 
  1944.0   293.94881767695637   291.28916975831714   295.29861124730905   4.077576138391193e-05   3.0456285780552934e-05   4.60129815893408e-05 
  1945.0   293.89862637196296   291.0815799764487   295.3283009861862   4.0695944072316195e-05   3.081345743941262e-05   4.5711388719220214e-05 
  1946.0   293.8219890988949   290.8867742333499   295.3116352003018   4.0534010549059654e-05   2.995523923323526e-05   4.590282549793294e-05 
  1947.0   293.9368758372746   291.2216843117859   295.3148582528026   4.0781659135614844e-05   3.100094923772636e-05   4.574545123799518e-05 
  1948.0   293.912834725622   291.11310010657223   295.3337234684526   4.0616525799384615e-05   3.0737615723641466e-05   4.563015531360686e-05 
  1949.0   293.85172713360924   290.9862272978705   295.3059922741266   4.077614827179362e-05   3.113233324728943e-05   4.567046508061594e-05 
  1950.0   293.8584426167888   290.9515168088954   295.33373178476035   4.06905084345407e-05   3.078491628311132e-05   4.571767932540626e-05 
  1951.0   293.9535406780911   291.18165497727114   295.3602958619251   4.075908257870878e-05   3.084037634227836e-05   4.5792908977429883e-05 
